row_id,icd9_code,short_title,long_title,charlson_puntaje
5076,43814,Late eff CV-fluency dis,"Late effects of cerebrovascular disease, fluency disorder",3
5077,43819,Late ef-spch/lang df NEC,"Late effects of cerebrovascular disease, other speech and language deficits",3
5078,43820,Late ef-hemplga side NOS,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side",3
5079,43821,Late ef-hemplga dom side,"Late effects of cerebrovascular disease, hemiplegia affecting dominant side",3
5080,43822,Late ef-hemiplga non-dom,"Late effects of cerebrovascular disease, hemiplegia affecting nondominant side",3
5081,43830,Late ef-mplga up lmb NOS,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting unspecified side",3
5082,43831,Late ef-mplga up lmb dom,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting dominant side",3
5083,43832,Lt ef-mplga uplmb nondom,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting nondominant side",3
5084,43840,Lte ef-mplga low lmb NOS,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting unspecified side",3
5085,43841,Lte ef-mplga low lmb dom,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting dominant side",3
5086,43842,Lt ef-mplga lowlmb nondm,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting nondominant side",3
5087,43850,Lt ef oth paral side NOS,"Late effects of cerebrovascular disease, other paralytic syndrome affecting unspecified side",3
5088,43851,Lt ef oth paral dom side,"Late effects of cerebrovascular disease, other paralytic syndrome affecting dominant side",3
5089,43852,Lt ef oth parals non-dom,"Late effects of cerebrovascular disease, other paralytic syndrome affecting nondominant side",3
5090,43853,Lt ef oth parals-bilat,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral",3
5091,4386,Alteration of sensations,"Late effects of cerebrovascular disease, alterations of sensations",3
5092,4387,Disturbances of vision,"Late effects of cerebrovascular disease, disturbances of vision",3
5093,43881,Late eff CV dis-apraxia,"Other late effects of cerebrovascular disease, apraxia",3
5094,43882,Late ef CV dis dysphagia,"Other late effects of cerebrovascular disease, dysphagia",3
5095,43883,Facial weakness,"Other late effects of cerebrovascular disease, facial weakness",3
5096,4928,Emphysema NEC,Other emphysema,3
5097,49300,Extrinsic asthma NOS,"Extrinsic asthma, unspecified",3
5098,49301,Ext asthma w status asth,Extrinsic asthma with status asthmaticus,3
5099,49302,Ext asthma w(acute) exac,Extrinsic asthma with (acute) exacerbation,3
5100,49310,Intrinsic asthma NOS,"Intrinsic asthma, unspecified",3
5101,49311,Int asthma w status asth,Intrinsic asthma with status asthmaticus,3
5102,49312,Int asthma w (ac) exac,Intrinsic asthma with (acute) exacerbation,3
5103,49320,Chronic obst asthma NOS,"Chronic obstructive asthma, unspecified",3
5104,49321,Ch ob asthma w stat asth,Chronic obstructive asthma with status asthmaticus,3
5105,49322,Ch obst asth w (ac) exac,Chronic obstructive asthma with (acute) exacerbation,3
5106,49381,Exercse ind bronchospasm,Exercise induced bronchospasm,3
5107,49382,Cough variant asthma,Cough variant asthma,3
5108,49390,Asthma NOS,"Asthma, unspecified type, unspecified",3
5109,49391,Asthma w status asthmat,"Asthma, unspecified type, with status asthmaticus",3
5110,49392,Asthma NOS w (ac) exac,"Asthma, unspecified type, with (acute) exacerbation",3
5111,4940,Bronchiectas w/o ac exac,Bronchiectasis without acute exacerbation,3
5112,4941,Bronchiectasis w ac exac,Bronchiectasis with acute exacerbation,3
5113,4950,Farmers' lung,Farmers' lung,3
5114,4951,Bagassosis,Bagassosis,3
5115,4952,Bird-fanciers' lung,Bird-fanciers' lung,3
5116,4953,Suberosis,Suberosis,3
5117,4954,Malt workers' lung,Malt workers' lung,3
5118,4955,Mushroom workers' lung,Mushroom workers' lung,3
5119,4956,Mapl bark-stripprs' lung,Maple bark-strippers' lung,3
5120,4957,"""ventilation"" pneumonit","""Ventilation"" pneumonitis",3
5121,4958,Allerg alveol/pneum NEC,Other specified allergic alveolitis and pneumonitis,3
5122,4959,Allerg alveol/pneum NOS,Unspecified allergic alveolitis and pneumonitis,3
5123,496,Chr airway obstruct NEC,"Chronic airway obstruction, not elsewhere classified",3
5124,500,Coal workers' pneumocon,Coal workers' pneumoconiosis,3
5125,501,Asbestosis,Asbestosis,3
5126,502,Silica pneumocon NEC,Pneumoconiosis due to other silica or silicates,3
5127,503,Inorg dust pneumocon NEC,Pneumoconiosis due to other inorganic dust,3
5128,504,Dust pneumonopathy NEC,Pneumonopathy due to inhalation of other dust,3
5129,505,Pneumoconiosis NOS,"Pneumoconiosis, unspecified",3
5130,5060,Fum/vapor bronc/pneumon,Bronchitis and pneumonitis due to fumes and vapors,3
5131,5061,Fum/vapor ac pulm edema,Acute pulmonary edema due to fumes and vapors,3
5132,5062,Fum/vapor up resp inflam,Upper respiratory inflammation due to fumes and vapors,3
5133,5063,Fum/vap ac resp cond NEC,Other acute and subacute respiratory conditions due to fumes and vapors,3
5134,5064,Fum/vapor chr resp cond,Chronic respiratory conditions due to fumes and vapors,3
5135,5069,Fum/vapor resp cond NOS,Unspecified respiratory conditions due to fumes and vapors,3
5136,5070,Food/vomit pneumonitis,Pneumonitis due to inhalation of food or vomitus,3
5137,5071,Oil/essence pneumonitis,Pneumonitis due to inhalation of oils and essences,3
5138,5078,Solid/liq pneumonit NEC,Pneumonitis due to other solids and liquids,3
5139,5080,Ac pul manif d/t radiat,Acute pulmonary manifestations due to radiation,3
5140,5081,Chr pul manif d/t radiat,Chronic and other pulmonary manifestations due to radiation,3
5141,5082,Resp cond dt smoke inhal,Respiratory conditions due to smoke inhalation,3
5142,5088,Resp cond: ext agent NEC,Respiratory conditions due to other specified external agents,3
5143,5089,Resp cond: ext agent NOS,Respiratory conditions due to unspecified external agent,3
5144,5100,Empyema with fistula,Empyema with fistula,3
5145,5109,Empyema w/o fistula,Empyema without mention of fistula,3
5146,5110,Pleurisy w/o effus or TB,Pleurisy without mention of effusion or current tuberculosis,3
5147,5111,Bact pleur/effus not TB,"Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis",3
5148,51181,Malignant pleural effusn,Malignant pleural effusion,3
5149,51189,Effusion NEC exc tb,"Other specified forms of effusion, except tuberculous",3
5150,5119,Pleural effusion NOS,Unspecified pleural effusion,3
5151,5120,Spont tens pneumothorax,Spontaneous tension pneumothorax,3
5152,5121,Iatrogenic pneumothorax,Iatrogenic pneumothorax,3
5153,5122,Postoperative air leak,Postoperative air leak,3
5154,51281,Prim spont pneumothorax,Primary spontaneous pneumothorax,3
5155,51282,Sec spont pneumothorax,Secondary spontaneous pneumothorax,3
5156,51283,Chronic pneumothorax,Chronic pneumothorax,3
5157,51284,Other air leak,Other air leak,3
5158,51289,Other pneumothorax,Other pneumothorax,3
5159,5130,Abscess of lung,Abscess of lung,3
5160,5131,Abscess of mediastinum,Abscess of mediastinum,3
5161,514,Pulm congest/hypostasis,Pulmonary congestion and hypostasis,3
5162,515,Postinflam pulm fibrosis,Postinflammatory pulmonary fibrosis,3
5163,5160,Pul alveolar proteinosis,Pulmonary alveolar proteinosis,3
5164,5161,Idio pulm hemosiderosis,Idiopathic pulmonary hemosiderosis,3
5165,5162,Pulm alveolar microlith,Pulmonary alveolar microlithiasis,3
5166,51630,Idiopath inters pneu NOS,"Idiopathic interstitial pneumonia, not otherwise specified",3
5167,51631,Idiopath pulmon fibrosis,Idiopathic pulmonary fibrosis,3
5168,51632,Idio non-spec inter pneu,Idiopathic non-specific interstitial pneumonitis,3
5169,51633,Acute interstitial pneum,Acute interstitial pneumonitis,3
5170,51634,Resp brncio interst lung,Respiratory bronchiolitis interstitial lung disease,3
5171,51635,Idiopth lym interst pneu,Idiopathic lymphoid interstitial pneumonia,3
5172,51636,Cryptogenic organiz pneu,Cryptogenic organizing pneumonia,3
5173,51637,Desquamatv interst pneu,Desquamative interstitial pneumonia,3
5174,5164,Lymphangioleiomyomatosis,Lymphangioleiomyomatosis,3
5175,5165,Adlt pul Langs cell hist,Adult pulmonary Langerhans cell histiocytosis,3
5176,51661,Neuroend cell hyprpl inf,Neuroendocrine cell hyperplasia of infancy,3
5177,51662,Pulm interstitl glycogen,Pulmonary interstitial glycogenosis,3
5178,51663,Surfactant mutation lung,Surfactant mutations of the lung,3
5179,51664,Alv cap dysp w vn misaln,Alveolar capillary dysplasia with vein misalignment,3
5180,51669,Oth intrst lung dis chld,Other interstitial lung diseases of childhood,3
5181,5168,Alveol pneumonopathy NEC,Other specified alveolar and parietoalveolar pneumonopathies,3
5182,5169,Alveol pneumonopathy NOS,Unspecified alveolar and parietoalveolar pneumonopathy,3
5183,5171,Rheumatic pneumonia,Rheumatic pneumonia,3
5184,5172,Syst sclerosis lung dis,Lung involvement in systemic sclerosis,3
5185,5173,Acute chest syndrome,Acute chest syndrome,3
5186,5178,Lung involv in oth dis,Lung involvement in other diseases classified elsewhere,3
5187,5216,Ankylosis of teeth,Ankylosis of teeth,3
5188,5217,Intrin posteruptv color,Intrinsic posteruptive color changes,3
5189,52181,Cracked tooth,Cracked tooth,3
5190,52189,Dis hard tiss teeth NEC,Other specific diseases of hard tissues of teeth,3
5191,5219,Hard tiss dis teeth NOS,Unspecified disease of hard tissues of teeth,3
5192,5220,Pulpitis,Pulpitis,3
5193,5221,Necrosis of tooth pulp,Necrosis of the pulp,3
5194,5222,Tooth pulp degeneration,Pulp degeneration,3
5195,5223,Abn hard tiss-tooth pulp,Abnormal hard tissue formation in pulp,3
5196,5224,Ac apical periodontitis,Acute apical periodontitis of pulpal origin,3
5197,5225,Periapical abscess,Periapical abscess without sinus,3
5198,5226,Chr apical periodontitis,Chronic apical periodontitis,3
5199,5227,Periapical absc w sinus,Periapical abscess with sinus,3
5200,5228,Radicular cyst,Radicular cyst,3
5201,5229,Pulp/periapical dis NEC,Other and unspecified diseases of pulp and periapical tissues,3
5202,52300,"Acute gingititis, plaque","Acute gingivitis, plaque induced",3
5203,52301,"Ac gingivitis,nonplaque","Acute gingivitis, non-plaque induced",3
5204,52310,"Chronc gingititis,plaque","Chronic gingivitis, plaque induced",3
5205,52311,Chr gingivitis-nonplaque,"Chronic gingivitis, non-plaque induced",3
5206,52320,Gingival recession NOS,"Gingival recession, unspecified",3
5207,52321,Gingival recess-minimal,"Gingival recession, minimal",3
5208,52322,Gingival recess-moderate,"Gingival recession, moderate",3
5209,52323,Gingival recess-severe,"Gingival recession, severe",3
5210,52324,Gingival recession-local,"Gingival recession, localized",3
5211,52325,Gingival recess-general,"Gingival recession, generalized",3
5212,52330,Aggres periodontitis NOS,"Aggressive periodontitis, unspecified",3
5213,52331,"Aggres periodontitis,loc","Aggressive periodontitis, localized",3
5214,52332,"Aggres periodontitis,gen","Aggressive periodontitis, generalized",3
5215,52333,Acute periodontitis,Acute periodontitis,3
5216,52340,Chronc periodontitis NOS,"Chronic periodontitis, unspecified",3
5217,52341,"Chr periodontitis, local","Chronic periodontitis, localized",3
5218,52342,"Chron periodontitis,gen","Chronic periodontitis, generalized",3
5219,5235,Periodontosis,Periodontosis,3
5220,5236,Accretions on teeth,Accretions on teeth,3
5221,5238,Periodontal disease NEC,Other specified periodontal diseases,3
5222,5239,Gingiv/periodont dis NOS,Unspecified gingival and periodontal disease,3
5223,52400,Unspcf anomaly jaw size,"Major anomalies of jaw size, unspecified anomaly",3
5224,52401,Maxillary hyperplasia,"Major anomalies of jaw size, maxillary hyperplasia",3
5225,52402,Mandibular hyperplasia,"Major anomalies of jaw size, mandibular hyperplasia",3
5226,52403,Maxillary hypoplasia,"Major anomalies of jaw size, maxillary hypoplasia",3
5227,52404,Mandibular hypoplasia,"Major anomalies of jaw size, mandibular hypoplasia",3
5228,52405,Macrogenia,"Major anomalies of jaw size, macrogenia",3
5229,52406,Microgenia,"Major anomalies of jaw size, microgenia",3
5230,52407,Excessive tuberosity-jaw,Excessive tuberosity of jaw,3
5231,52409,Oth spcf anmly jaw size,"Major anomalies of jaw size, other specified anomaly",3
5232,52410,Unspcf anm jaw cranl bse,"Anomalies of relationship of jaw to cranial base, unspecified anomaly",3
5233,52411,Maxillary asymmetry,"Anomalies of relationship of jaw to cranial base, maxillary asymmetry",3
5234,52412,Other jaw asymmetry,"Anomalies of relationship of jaw to cranial base, other jaw asymmetry",3
5235,52419,Spcfd anom jaw cranl bse,"Anomalies of relationship of jaw to cranial base, other specified anomaly",3
5236,52420,Anomaly dental arch NOS,Unspecified anomaly of dental arch relationship,3
5237,52421,Malocc- Angle's class I,"Malocclusion, Angle's class I",3
5238,52422,Malocc-Angle's class II,"Malocclusion, Angle's class II",3
5239,52423,Malocc-Angle's class III,"Malocclusion, Angle's class III",3
5240,52424,Open anterior occlusion,Open anterior occlusal relationship,3
5241,52425,Open posterior occlusion,Open posterior occlusal relationship,3
5242,52426,Excess horizontl overlap,Excessive horizontal overlap,3
5243,52427,Reverse articulation,Reverse articulation,3
5244,52428,Anom interarch distance,Anomalies of interarch distance,3
5245,52429,Anomaly dental arch NEC,Other anomalies of dental arch relationship,3
5246,52430,Tooth position anom NOS,Unspecified anomaly of tooth position,3
5247,52431,Crowding of teeth,Crowding of teeth,3
5248,52432,Excessive spacing-teeth,Excessive spacing of teeth,3
5249,52433,Horizontl displace-teeth,Horizontal displacement of teeth,3
5250,52434,Vertical displace-teeth,Vertical displacement of teeth,3
5251,52435,Rotation of teeth,Rotation of tooth/teeth,3
5252,52436,Insuf interocclusl-teeth,Insufficient interocclusal distance of teeth (ridge),3
5253,52437,Exces interocclusl-teeth,Excessive interocclusal distance of teeth,3
5254,52439,Tooth position anom NEC,Other anomalies of tooth position,3
5255,5244,Malocclusion NOS,"Malocclusion, unspecified",3
5256,52450,Dentofac funct abnor NOS,"Dentofacial functional abnormality, unspecified",3
5257,52451,Abnormal jaw closure,Abnormal jaw closure,3
5258,52452,Limited mandibular ROM,Limited mandibular range of motion,3
5259,52453,Dev open/close mandible,Deviation in opening and closing of the mandible,3
5260,52454,Insuff anterior guidance,Insufficient anterior guidance,3
5261,52455,Centric occl intrcsp dis,Centric occlusion maximum intercuspation discrepancy,3
5262,52456,Nonwork side interfrnce,Non-working side interference,3
5263,52457,Lack post occlsl support,Lack of posterior occlusal support,3
5264,52459,Dentofac funct abnor NEC,Other dentofacial functional abnormalities,3
5265,52460,TMJ disorders NOS,"Temporomandibular joint disorders, unspecified",3
5266,52461,Adhesns/ankylosis - TMJ,"Temporomandibular joint disorders, adhesions and ankylosis (bony or fibrous)",3
5267,52462,Arthralgia TMJ,"Temporomandibular joint disorders, arthralgia of temporomandibular joint",3
5268,52463,Articular disc disorder,"Temporomandibular joint disorders, articular disc disorder (reducing or non-reducing)",3
5269,5180,Pulmonary collapse,Pulmonary collapse,3
5270,5181,Interstitial emphysema,Interstitial emphysema,3
5271,5182,Compensatory emphysema,Compensatory emphysema,3
5272,5183,Pulmonary eosinophilia,Pulmonary eosinophilia,3
5273,5184,Acute lung edema NOS,"Acute edema of lung, unspecified",3
5274,51851,Ac resp flr fol trma/srg,Acute respiratory failure following trauma and surgery,3
5275,51852,Ot pul insuf fol trm/srg,"Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery",3
5276,51853,Ac/chr rsp flr fol tr/sg,Acute and chronic respiratory failure following trauma and surgery,3
5277,5186,Alrgc brncpul asprglosis,Allergic bronchopulmonary aspergillosis,3
5278,5187,Transfsn rel ac lung inj,Transfusion related acute lung injury (TRALI),3
5279,51881,Acute respiratry failure,Acute respiratory failure,3
5280,51882,Other pulmonary insuff,"Other pulmonary insufficiency, not elsewhere classified",3
5281,51883,Chronic respiratory fail,Chronic respiratory failure,3
5282,51884,Acute & chronc resp fail,Acute and chronic respiratory failure,3
5283,51889,Other lung disease NEC,"Other diseases of lung, not elsewhere classified",3
5284,51900,Tracheostomy comp NOS,"Tracheostomy complication, unspecified",3
5285,51901,Tracheostomy infection,Infection of tracheostomy,3
5286,51902,Tracheostomy - mech comp,Mechanical complication of tracheostomy,3
5287,51909,Tracheostomy comp NEC,Other tracheostomy complications,3
5288,51911,Acute bronchospasm,Acute bronchospasm,3
5289,51919,Trachea & bronch dis NEC,Other diseases of trachea and bronchus,3
5290,5192,Mediastinitis,Mediastinitis,3
5291,5193,Mediastinum disease NEC,"Other diseases of mediastinum, not elsewhere classified",3
5292,5194,Disorders of diaphragm,Disorders of diaphragm,3
5293,5198,Resp system disease NEC,"Other diseases of respiratory system, not elsewhere classified",3
5294,5199,Resp system disease NOS,Unspecified disease of respiratory system,3
5295,5200,Anodontia,Anodontia,3
5296,5201,Supernumerary teeth,Supernumerary teeth,3
5297,5202,Abnormal tooth size/form,Abnormalities of size and form of teeth,3
5298,5203,Mottled teeth,Mottled teeth,3
5299,5204,Tooth formation disturb,Disturbances of tooth formation,3
5300,5205,Heredit tooth struct NEC,"Hereditary disturbances in tooth structure, not elsewhere classified",3
5301,5206,Tooth eruption disturb,Disturbances in tooth eruption,3
5302,5207,Teething syndrome,Teething syndrome,3
5303,5208,Tooth devel/erup dis NEC,Other specified disorders of tooth development and eruption,3
5304,5209,Tooth devel/erup dis NOS,Unspecified disorder of tooth development and eruption,3
5305,52100,Dental caries NOS,"Dental caries, unspecified",3
5306,52101,Dental caries - enamel,Dental caries limited to enamel,3
5307,52102,Dental caries - dentine,Dental caries extending into dentine,3
5308,52103,Dental caries - pulp,Dental caries extending into pulp,3
5309,52104,Dental caries - arrested,Arrested dental caries,3
5310,52105,Odontoclasia,Odontoclasia,3
5311,52106,Dentl caries-pit/fissure,Dental caries pit and fissure,3
5312,52107,Dentl caries-smooth surf,Dental caries of smooth surface,3
5313,52108,Dental caries-root surf,Dental caries of root surface,3
5314,52109,Dental caries NEC,Other dental caries,3
5315,52110,Excessive attrition NOS,"Excessive attrition, unspecified",3
5316,52111,Excess attrition-enamel,"Excessive attrition, limited to enamel",3
5317,52112,Excess attrition-dentine,"Excessive attrition, extending into dentine",3
5318,52113,Excessive attrition-pulp,"Excessive attrition, extending into pulp",3
5319,52114,Excess attrition-local,"Excessive attrition, localized",3
5320,52115,Excess attrition-general,"Excessive attrition, generalized",3
5321,52120,Abrasion NOS,"Abrasion, unspecified",3
5322,52121,Abrasion-enamel,"Abrasion, limited to enamel",3
5323,52122,Abrasion-dentine,"Abrasion, extending into dentine",3
5324,52123,Abrasion-pulp,"Abrasion, extending into pulp",3
5325,52124,Abrasion-localized,"Abrasion, localized",3
5326,52125,Abrasion-generalized,"Abrasion, generalized",3
5327,52130,Erosion NOS,"Erosion, unspecified",3
5328,52131,Erosion-enamel,"Erosion, limited to enamel",3
5329,52132,Erosion-dentine,"Erosion, extending into dentine",3
5330,52133,Erosion-pulp,"Erosion, extending into pulp",3
5331,52134,Erosion-localized,"Erosion, localized",3
5332,52135,Erosion-generalized,"Erosion, generalized",3
5333,52140,Path resorption NOS,"Pathological resorption, unspecified",3
5334,52141,Path resorption-internal,"Pathological resorption, internal",3
5335,52142,Path resorption-external,"Pathological resorption, external",3
5336,52149,Path resorption NEC,Other pathological resorption,3
5337,5215,Hypercementosis,Hypercementosis,3
5338,45340,Ac DVT/embl low ext NOS,Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity,3
5339,45341,Ac DVT/emb prox low ext,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,3
5340,45342,Ac DVT/emb distl low ext,Acute venous embolism and thrombosis of deep vessels of distal lower extremity,3
5341,45350,Ch DVT/embl low ext NOS,Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity,3
5342,45351,Ch DVT/embl prox low ext,Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity,3
5343,45352,Ch DVT/embl dstl low ext,Chronic venous embolism and thrombosis of deep vessels of distal lower extremity,3
5344,4536,Embl suprfcl ves low ext,Venous embolism and thrombosis of superficial vessels of lower extremity,3
5345,45371,Ch emblsm suprfcl up ext,Chronic venous embolism and thrombosis of superficial veins of upper extremity,3
5346,45372,Ch DVT/embl up ext,Chronic venous embolism and thrombosis of deep veins of upper extremity,3
5347,45373,Ch emblsm up ext NOS,"Chronic venous embolism and thrombosis of upper extremity, unspecified",3
5348,45374,Ch emblsm axillary veins,Chronic venous embolism and thrombosis of axillary veins,3
5349,45375,Ch emblsm subclav veins,Chronic venous embolism and thrombosis of subclavian veins,3
5350,45376,Ch embl internl jug vein,Chronic venous embolism and thrombosis of internal jugular veins,0
5351,45377,Ch embl thorac vein NEC,Chronic venous embolism and thrombosis of other thoracic veins,0
5352,45379,Ch emblsm veins NEC,Chronic venous embolism and thrombosis of other specified veins,0
5353,45381,Ac embl suprfcl up ext,Acute venous embolism and thrombosis of superficial veins of upper extremity,0
5354,45382,Ac DVT/embl up ext,Acute venous embolism and thrombosis of deep veins of upper extremity,0
5355,45383,Ac emblsm up ext NOS,"Acute venous embolism and thrombosis of upper extremity, unspecified",0
5356,45384,Ac emblsm axillary veins,Acute venous embolism and thrombosis of axillary veins,0
5357,45385,Ac embl subclav veins,Acute venous embolism and thrombosis of subclavian veins,0
5358,45386,Ac embl internl jug vein,Acute venous embolism and thrombosis of internal jugular veins,0
5359,45387,Ac embl thorac vein NEC,Acute venous embolism and thrombosis of other thoracic veins,0
5360,45389,Ac embolism veins NEC,Acute venous embolism and thrombosis of other specified veins,0
5361,4539,Venous thrombosis NOS,Other venous embolism and thrombosis of unspecified site,0
5362,4540,Leg varicosity w ulcer,Varicose veins of lower extremities with ulcer,0
5363,4541,Leg varicosity w inflam,Varicose veins of lower extremities with inflammation,0
5364,4542,Varicos leg ulcer/inflam,Varicose veins of lower extremities with ulcer and inflammation,0
5365,4548,"Varic vein leg,comp NEC",Varicose veins of lower extremities with other complications,0
5366,4549,Asympt varicose veins,Asymptomatic varicose veins,0
5367,4550,Int hemorrhoid w/o compl,Internal hemorrhoids without mention of complication,0
5368,4551,Int thrombos hemorrhoid,Internal thrombosed hemorrhoids,0
5369,4552,Int hemrrhoid w comp NEC,Internal hemorrhoids with other complication,0
5370,4553,Ext hemorrhoid w/o compl,External hemorrhoids without mention of complication,0
5371,4554,Ext thrombos hemorrhoid,External thrombosed hemorrhoids,0
5372,4555,Ext hemrrhoid w comp NEC,External hemorrhoids with other complication,0
5373,4556,Hemorrhoids NOS,Unspecified hemorrhoids without mention of complication,0
5374,4557,Thrombos hemorrhoids NOS,Unspecified thrombosed hemorrhoids,0
5375,4558,Hemrrhoid NOS w comp NEC,Unspecified hemorrhoids with other complication,0
5376,4559,Residual hemorrhoid tags,Residual hemorrhoidal skin tags,0
5377,4560,Esophag varices w bleed,Esophageal varices with bleeding,0
5378,4561,Esoph varices w/o bleed,Esophageal varices without mention of bleeding,0
5379,45620,Bleed esoph var oth dis,"Esophageal varices in diseases classified elsewhere, with bleeding",0
5380,45621,Esoph varice oth dis NOS,"Esophageal varices in diseases classified elsewhere, without mention of bleeding",0
5381,4563,Sublingual varices,Sublingual varices,0
5382,4564,Scrotal varices,Scrotal varices,0
5383,4565,Pelvic varices,Pelvic varices,0
5384,4566,Vulval varices,Vulval varices,0
5385,4568,Varices of other sites,Varices of other sites,0
5386,4570,Postmastect lymphedema,Postmastectomy lymphedema syndrome,0
5387,4571,Other lymphedema,Other lymphedema,0
5388,4572,Lymphangitis,Lymphangitis,0
5389,4578,Noninfect lymph dis NEC,Other noninfectious disorders of lymphatic channels,0
5390,4579,Noninfect lymph dis NOS,Unspecified noninfectious disorder of lymphatic channels,0
5391,4580,Orthostatic hypotension,Orthostatic hypotension,0
5392,4581,Chronic hypotension,Chronic hypotension,0
5393,45821,Hemododialysis hypotensn,Hypotension of hemodialysis,0
5394,45829,Iatrogenc hypotnsion NEC,Other iatrogenic hypotension,0
5395,4588,Hypotension NEC,Other specified hypotension,0
5396,4589,Hypotension NOS,"Hypotension, unspecified",0
5397,4590,Hemorrhage NOS,"Hemorrhage, unspecified",0
5398,45910,Postphlbtc synd w/o comp,Postphlebetic syndrome without complications,0
5399,45911,Postphlebtc synd w ulcer,Postphlebetic syndrome with ulcer,0
5400,45912,Postphlebtc syn w inflam,Postphlebetic syndrome with inflammation,0
5401,45913,Postphl syn w ulc&inflam,Postphlebetic syndrome with ulcer and inflammation,0
5402,45919,Postphleb synd comp NEC,Postphlebetic syndrome with other complication,0
5403,4592,Compression of vein,Compression of vein,0
5404,45930,Chr venous hypr w/o comp,Chronic venous hypertension without complications,0
5405,45931,Chr venous hyper w ulcer,Chronic venous hypertension with ulcer,0
5406,45932,Chr venous hypr w inflam,Chronic venous hypertension with inflammation,0
5407,45933,Chr ven hyp w ulc&inflam,Chronic venous hypertension with ulcer and inflammation,0
5408,45939,Chr venous hyp comp NEC,Chronic venous hypertension with other complication,0
5409,45981,Venous insufficiency NOS,"Venous (peripheral) insufficiency, unspecified",0
5410,45989,Circulatory disease NEC,Other specified disorders of circulatory system,0
5411,4599,Circulatory disease NOS,Unspecified circulatory system disorder,0
5412,460,Acute nasopharyngitis,Acute nasopharyngitis [common cold],0
5413,4610,Ac maxillary sinusitis,Acute maxillary sinusitis,0
5414,4611,Ac frontal sinusitis,Acute frontal sinusitis,0
5415,4612,Ac ethmoidal sinusitis,Acute ethmoidal sinusitis,0
5416,4613,Ac sphenoidal sinusitis,Acute sphenoidal sinusitis,0
5417,4618,Other acute sinusitis,Other acute sinusitis,0
5418,4619,Acute sinusitis NOS,"Acute sinusitis, unspecified",0
5419,462,Acute pharyngitis,Acute pharyngitis,0
5420,463,Acute tonsillitis,Acute tonsillitis,0
5421,46400,Ac laryngitis w/o obst,Acute laryngitis without mention of obstruction,0
5422,46401,Ac laryngitis w obstruct,Acute laryngitis with obstruction,0
5423,46410,Ac tracheitis no obstruc,Acute tracheitis without mention of obstruction,0
5424,46411,Ac tracheitis w obstruct,Acute tracheitis with obstruction,0
5425,46420,Ac laryngotrach no obstr,Acute laryngotracheitis without mention of obstruction,0
5426,46421,Ac laryngotrach w obstr,Acute laryngotracheitis with obstruction,0
5427,46430,Ac epiglottitis no obstr,Acute epiglottitis without mention of obstruction,0
5428,46431,Ac epiglottitis w obstr,Acute epiglottitis with obstruction,0
5429,4644,Croup,Croup,0
5430,46450,Supraglottis w/o obs NOS,"Supraglottitis unspecified, without obstruction",0
5431,46451,Supraglottis w obstr NOS,"Supraglottitis unspecified, with obstruction",0
5432,4650,Acute laryngopharyngitis,Acute laryngopharyngitis,0
5433,4658,Acute uri mult sites NEC,Acute upper respiratory infections of other multiple sites,0
5434,4659,Acute uri NOS,Acute upper respiratory infections of unspecified site,0
5435,4660,Acute bronchitis,Acute bronchitis,0
5436,46611,Acu broncholitis d/t RSV,Acute bronchiolitis due to respiratory syncytial virus (RSV),0
5437,46619,Acu brnchlts d/t oth org,Acute bronchiolitis due to other infectious organisms,0
5438,470,Deviated nasal septum,Deviated nasal septum,0
5439,4710,Polyp of nasal cavity,Polyp of nasal cavity,0
5440,4711,Polypoid sinus degen,Polypoid sinus degeneration,0
5441,4718,Nasal sinus polyp NEC,Other polyp of sinus,0
5442,4719,Nasal polyp NOS,Unspecified nasal polyp,0
5443,4720,Chronic rhinitis,Chronic rhinitis,0
5444,4721,Chronic pharyngitis,Chronic pharyngitis,0
5445,4722,Chronic nasopharyngitis,Chronic nasopharyngitis,0
5446,4730,Chr maxillary sinusitis,Chronic maxillary sinusitis,0
5447,4731,Chr frontal sinusitis,Chronic frontal sinusitis,0
5448,4732,Chr ethmoidal sinusitis,Chronic ethmoidal sinusitis,0
5449,4733,Chr sphenoidal sinusitis,Chronic sphenoidal sinusitis,0
5450,4738,Chronic sinusitis NEC,Other chronic sinusitis,0
5451,4739,Chronic sinusitis NOS,Unspecified sinusitis (chronic),0
5452,47400,Chronic tonsillitis,Chronic tonsillitis,0
5453,47401,Chronic adenoiditis,Chronic adenoiditis,0
5454,47402,Chronic tonsils&adenoids,Chronic tonsillitis and adenoiditis,0
5455,47410,Hypertrophy T and A,Hypertrophy of tonsil with adenoids,0
